주파수,진동X축,진동Y축,진동Z축
0.0,0.27209076175040525,0.2859643435980551,0.320064829821718
0.0008103727714748784,0.013354786610242768,0.013760587692338224,0.022808424698223882
0.0016207455429497568,0.007356480963143136,0.006817261652238884,0.02304075648699168
0.002431118314424635,0.014504729285843265,0.010910614678115903,0.011919158086559963
0.0032414910858995136,0.008254993263468102,0.006959050921286431,0.007052080725857697
0.004051863857374392,0.01874778943648908,0.011616721853831953,0.015369466652823457
0.00486223662884927,0.014912595321305473,0.008270815825266956,0.005552729630454512
0.005672609400324149,0.0029073272767861607,0.0164323796772355,0.002892407099629076
0.006482982171799027,0.007812752957944745,0.011657207652531473,0.004081222473339278
0.007293354943273905,0.00367320373676693,0.007190257414999224,0.008028329497295237
0.008103727714748784,0.008157646031982987,0.014451562798979389,0.007617008518614578
0.008914100486223663,0.008705615910301563,0.01799258435178619,0.012864957401778452
0.00972447325769854,0.003588561119448605,0.01217569852950063,0.013529026204662663
0.01053484602917342,0.0024287001887178215,0.007913723699192817,0.003628788112944211
0.011345218800648298,0.0067915144922494905,0.004203626871057426,0.012832980291914544
0.012155591572123176,0.011109685973480459,0.001059615155821047,0.016158430009315744
0.012965964343598054,0.005003731770023287,0.007496512485078936,0.008033908298461264
0.013776337115072933,0.01034008140156119,0.009084918326842538,0.004375423978859774
0.01458670988654781,0.005982416229371618,0.006429276162781076,0.0002754754244533435
0.01539708265802269,0.007322556285898199,0.012902671094588135,0.012751894861536448
0.01620745542949757,0.0012134054324423106,0.008367953155855892,0.018972152953215707
0.017017828200972446,0.02025280701927239,0.0012379133428188204,0.008812913915375522
0.017828200972447326,0.004549835905983216,0.005083083235704457,0.012612498945692835
0.018638573743922204,0.001968853914766702,0.009581297337997209,0.010600404116969574
0.01944894651539708,0.0033597283138345636,0.004987379186914091,0.006214929170925751
0.02025931928687196,0.006673940449620889,0.0058678145327923275,0.010050476564451467
0.02106969205834684,0.013787248370888978,0.01734982074274412,0.0165193631999767
0.021880064829821716,0.004973326672164501,0.00804899394434439,0.005141816267940279
0.022690437601296597,0.01038759807615403,0.003898348560381798,0.0017071300274072877
0.023500810372771474,0.0030309538379178127,0.02307655324743333,0.009866583004559004
0.02431118314424635,0.0018127772050798468,0.01647011496502253,0.011960961100836547
0.025121555915721232,0.014324712111514029,0.00403784300602691,0.01605442812791121
0.02593192868719611,0.0040104769374676484,0.008636968641264422,0.005134027571347856
0.026742301458670986,0.0006539661289106083,0.005222172498339969,0.005384064369139532
0.027552674230145867,0.002854804156362066,0.009672053272533161,0.003029331490622968
0.028363047001620744,0.016973435884365003,0.0028001415907900995,0.010885735856360873
0.02917341977309562,0.024115852561655604,0.010880479151291193,0.0028834647111235833
0.029983792544570502,0.004253082791235276,0.004287141186012873,0.00679258367240274
0.03079416531604538,0.014027762319990809,0.0072526602353908416,0.012818809937828511
0.031604538087520256,0.01173585431060933,0.006578142337939647,0.009812574788478688
0.03241491085899514,0.014693921599356606,0.0021585548705779244,0.005640657690266265
0.03322528363047002,0.007099038092829947,0.0028948814369696586,0.0070617478103924694
0.03403565640194489,0.0021897082469586695,0.01808836639552409,0.013937287152490397
0.03484602917341977,0.0034271654997318777,0.010331572498949575,0.007874259244513336
0.03565640194489465,0.009623460330138296,0.005284112637214947,0.0009852925068878607
0.03646677471636953,0.002521685654806507,0.003743673475248091,0.009410936113008351
0.03727714748784441,0.009818546066747563,0.01484832775775635,0.013469770291355938
0.03808752025931929,0.019502293826823468,0.0057930843376062455,0.005815828712575173
0.03889789303079416,0.013893168019541761,0.007733811193408069,0.002320674679537815
0.03970826580226904,0.006426271751449156,0.02000205757100304,0.004853734334166651
0.04051863857374392,0.007099584297274214,0.0014590865992092472,0.013070639822428181
0.0413290113452188,0.00907131074316864,0.0037968805995712376,0.013230937387547001
0.04213938411669368,0.010148763084971629,0.02063960270026193,0.010543768063306213
0.04294975688816856,0.002109629332708599,0.011936092015125091,0.0004359459723906811
0.04376012965964343,0.008730787168265808,0.01889374786359046,0.013944099443489712
0.04457050243111831,0.009099501555704803,0.017121164184888082,0.008030956935249769
0.04538087520259319,0.016738635246561374,0.007843224837896685,0.022064738910284928
0.04619124797406807,0.0027517104279832032,0.006158677925014281,0.003274074072918928
0.04700162074554295,0.017916501323984205,0.009028422440628405,0.024015135588590995
0.04781199351701783,0.00282605252642846,0.007234297239580187,0.0028342903385581756
0.0486223662884927,0.013528804566334944,0.001398636153369638,0.00931756993422408
0.04943273905996758,0.006748606387731537,0.01794111081894294,0.0069892222362651635
0.050243111831442464,0.004992941146162679,0.008252959002750035,0.014107563149426816
0.05105348460291734,0.01133388398933628,0.009953103890716027,0.012102893809354765
0.05186385737439222,0.016947102230593678,0.010271755221366422,0.005800448423539725
0.0526742301458671,0.012020391212703723,0.0055079049458204325,0.004608055850784386
0.05348460291734197,0.011586561682155508,0.000952989601736659,0.011089343421350319
0.05429497568881685,0.00797823642283871,0.015927751600184132,0.005580872998510757
0.055105348460291734,0.012221812801288253,0.014801653590988508,0.0108482728975008
0.05591572123176661,0.007061112509460857,0.005471282254880515,0.015778519809932112
0.05672609400324149,0.011713661865068134,0.005403312759470682,0.010605253763365501
0.05753646677471637,0.01625002663666785,0.008523689366923626,0.010438984150669978
0.05834683954619124,0.0171101741248546,0.004548215497635696,0.009113807358617377
0.05915721231766612,0.007052427970671815,0.009944405930577356,0.005327201281636414
0.059967585089141004,0.004101666932362702,0.013277416813142087,0.016773925588013886
0.06077795786061588,0.002061196407278561,0.0047553803379136545,0.010883978815444853
0.06158833063209076,0.006651522091271603,0.006450895030424688,0.004439617373387259
0.06239870340356564,0.002087771103391567,0.006370089090066312,0.0015850318143025345
0.06320907617504051,0.008393593130749952,0.003228948042790319,0.007901567168163792
0.0640194489465154,0.004687936297091521,0.002826157890283908,0.000477285380395863
0.06482982171799027,0.005020078415676536,0.010148090110069365,0.014092751341859302
0.06564019448946515,0.0035024950774537786,0.012055601170961447,0.00858222561070023
0.06645056726094004,0.012036095671423658,0.007240082756358794,0.0021344686748836147
0.06726094003241491,0.0071619394218479454,0.016245877383008138,0.01404322424167235
0.06807131280388978,0.0029103928667905503,0.0039071536427429335,0.009582243490254177
0.06888168557536467,0.005838094567452,0.011184857298021827,0.005392548218260424
0.06969205834683954,0.005887784542247694,0.011973565828530588,0.008550816319653062
0.07050243111831442,0.014760131375618076,0.0208842089732322,0.008468866362616718
0.0713128038897893,0.0009198096300968506,0.013519650129702071,0.0049474403650243
0.07212317666126418,0.0012393131213189626,0.012500056627755003,0.014155011559854007
0.07293354943273905,0.014481422929370304,0.005404095578085747,0.01684119530878646
0.07374392220421394,0.005046687705478817,0.010513533757351624,0.001615658514333125
0.07455429497568881,0.008268402213889935,0.00564819822127451,0.004246722045793092
0.07536466774716369,0.01626282483992236,0.010118929181617907,0.00996252960223711
0.07617504051863858,0.008644594153800634,0.01463350072296252,0.00753113356255847
0.07698541329011345,0.012133166983999615,0.003051504552268461,0.012272171490245785
0.07779578606158832,0.009108552941604921,0.013145188594405536,0.012230919519978017
0.07860615883306321,0.010473357016524838,0.017990486575731993,0.013128006211250567
0.07941653160453808,0.015493674515265808,0.015514527406009667,0.004877302414848061
0.08022690437601296,0.013381896555578907,0.01712415690286382,0.0037816959885574254
0.08103727714748785,0.00781262639301402,0.010893824081581622,0.012107023700799784
0.08184764991896272,0.008420026107821705,0.01653832213622195,0.00925734067587479
0.0826580226904376,0.009040617379984052,0.008797246302617282,0.008190915179246205
0.08346839546191248,0.007956579999610996,0.007082484543216694,0.018918798663724663
0.08427876823338736,0.005755396437112919,0.0032102167896082543,0.01636711175757115
0.08508914100486223,0.004435515213601005,0.0103410808656685,0.007474263230049663
0.08589951377633712,0.013053389155266222,0.006525476199957114,0.00625397447958799
0.08670988654781199,0.005479301969102219,0.0016679851722094896,0.011442128527177452
0.08752025931928686,0.0037052436157633054,0.0188461015326368,0.004570195056815439
0.08833063209076175,0.007117406037383837,0.006975794648661252,0.004801832167059516
0.08914100486223663,0.013443623471961732,0.009063528567328583,0.016259280506977867
0.0899513776337115,0.00538290140068547,0.008534663415846973,0.003701168587634786
0.09076175040518639,0.013869464289219187,0.010502074428666604,0.004724856132761268
0.09157212317666126,0.006137124581855536,0.004866587361087414,0.01477022279143758
0.09238249594813613,0.015391979818914794,0.009947895170345245,0.004811232282006286
0.09319286871961102,0.006206842335592562,0.006629155084352561,0.003373425421402037
0.0940032414910859,0.015952350800829993,0.0058411383692198345,0.004245026393510409
0.09481361426256077,0.004796147962849949,0.019285986231309196,0.013066182859852036
0.09562398703403566,0.003558441772147909,0.012644294211767299,0.0033905049378671575
0.09643435980551053,0.0093926597919848,0.011027865854879393,0.015021081546868945
0.0972447325769854,0.0034900331625124085,0.00503429598218734,0.006294743737653905
0.09805510534846029,0.015106213792342926,0.011563233621867777,0.002233567058609897
0.09886547811993517,0.007550876965146308,0.008880986419268289,0.009222219230988888
0.09967585089141004,0.003052214823649526,0.013913763181462228,0.018196318181570772
0.10048622366288493,0.013610999109221844,0.0094260521575562,0.010006412526252555
0.1012965964343598,0.00715246330977826,0.0019051525038132286,0.0068863261818591
0.10210696920583467,0.003909975529682423,0.01299924077149673,0.018959937465193668
