Freq,MagPCA,MagX,MagY,MagZ
0.0,1.1229009384463247e-16,0.5048123980424143,0.48073409461663946,0.41309951060358896
0.0004078303425774878,0.15650383087203254,0.11865992120246108,0.09394491264229694,0.051953630582758654
0.0008156606851549756,0.06828981134868134,0.06245565044564192,0.019347177264446395,0.029982856599157136
0.0012234910277324634,0.09727488086703866,0.07322726328623874,0.05904251969344407,0.032764996616211996
0.0016313213703099511,0.07716404512506951,0.05523806174375982,0.05385251707611654,0.03060958621503212
0.002039151712887439,0.042765725230869654,0.027344581952989274,0.03558201777920298,0.021496399784044468
0.002446982055464927,0.017797993005473974,0.017212961929048788,0.005608144880405558,0.014001306569009372
0.0028548123980424145,0.010828036643929518,0.018871028152181894,0.008950517123615345,0.019664366671424655
0.0032626427406199023,0.05230988295777802,0.051750927621806324,0.018624815741117184,0.0032615180920636104
0.00367047308319739,0.021156833386678488,0.02822146805232009,0.003202968980994083,0.006562282274912285
0.004078303425774878,0.07195979390054348,0.06050600916431311,0.03868311115785465,0.009187209491659317
0.004486133768352366,0.04143585455579772,0.041741002235444705,0.019632285269921352,0.014649157342982999
0.004893964110929854,0.04033457857797017,0.045073014637061704,0.009107202727813943,0.006615789780917809
0.005301794453507341,0.020117407963999155,0.01759903380284237,0.011967520032274345,0.020658282482378342
0.005709624796084829,0.02878863985174163,0.038086771034558146,0.009408335753847277,0.005782437186388472
0.006117455138662317,0.02795561849243085,0.029682221867946737,0.006931778261307398,0.0019044208821387665
0.0065252854812398045,0.028111821445290258,0.03420360461090814,0.01338026805931978,0.008727358808227982
0.006933115823817292,0.013906460594260237,0.014590920573366233,0.0048730130992400275,0.009796424753066003
0.00734094616639478,0.018746018862522553,0.015699012032297434,0.017521624655656282,0.011970538559929148
0.007748776508972268,0.029227692423555447,0.03187347282048992,0.016893453772713327,0.0073424118664604104
0.008156606851549756,0.015909100562811026,0.012743739373716893,0.012342789705636204,0.002787367583336756
0.008564437194127243,0.017940695150015538,0.010815125902357952,0.013363197566642702,0.014219391420446242
0.008972267536704732,0.023671283554988383,0.02752235818378584,0.005454018600181012,0.009799412245383372
0.009380097879282219,0.016658987415921537,0.022407082896138297,0.013077545155586403,0.011537172522332736
0.009787928221859707,0.014797147127770239,0.01655859694083731,0.00540687976718405,0.012839686002228892
0.010195758564437194,0.03397765663224242,0.03935675697698692,0.0016006654280610922,0.01214020173363867
