VibX,VibY,VibZ
0.0840685416137433,0.1602212731696187,0.0298093330484698
0.11119398633738696,0.058944154645954414,0.08627188914512902
0.03149399473032735,0.09046985258205628,0.0650292219820121
0.061363448601455324,0.18134591446801096,0.1095036168172032
0.05635339955367403,0.11360458385783848,0.03216901031997177
0.04284260241980696,0.03990930420610149,0.05827825689787805
0.06208481650887291,0.09428933891860768,0.0749220995922021
0.05531408706476814,0.0726629145965337,0.08759491640183657
0.07593992590477935,0.04864787004078854,0.045396056131945514
0.05882154924546246,0.06720209876062395,0.03311870398836888
0.10420684212954487,0.06583617658107431,0.06747241309114184
0.040360524614255926,0.039019328765939665,0.09293808200302163
0.07756235849302587,0.028811242927679826,0.10921097780935413
0.030711330089657943,0.039153484635370654,0.06030596054868698
0.058430397611235106,0.05467830364675167,0.02130201461288249
0.03429497352464004,0.09300284220465627,0.1180558678641058
0.09961679818438564,0.039640215197797174,0.058852376590109494
0.09425474939121016,0.011696066915824905,0.0460320593090361
0.022771478781377856,0.07744819536089975,0.06082017677621872
0.06594506268478381,0.06358638099522358,0.07689983841298202
0.05618420406479628,0.027202730241643568,0.06600453994366319
0.012435171274080677,0.017614669141438888,0.04965141929181154
0.07703154807727515,0.05525767341430917,0.22789337953790076
0.033475465789329625,0.034229884250835195,0.043092981566605744
0.11206621526728881,0.05951425072102568,0.11278015640984915
0.10756518323916536,0.05074429090730811,0.0795745196839236
0.019092968280276873,0.07038005569152256,0.053656789607435335
0.060194824819779245,0.059486586565675376,0.034336179881053475
0.03974264125263196,0.077803281419201,0.05364526283910012
0.07507104334196926,0.06792100096021844,0.08252150641958078
0.08264879419804214,0.03159137933855835,0.04295759031166232
0.03540940621057803,0.06770898704782839,0.06316028212416055
0.05896861064799347,0.05095820164760397,0.025550756491743293
0.04482252090715621,0.050264406021523864,0.0661304227622444
0.051725182608592817,0.08857779864312133,0.12775168913755353
0.07786964244082058,0.06410379776445935,0.11553614481725191
0.030383923201866475,0.03022605720270254,0.07553172984875203
0.005466312420989151,0.03986161824541695,0.08789095763342761
0.10316704744744673,0.06804043052736755,0.06792082504872161
0.05916448132406034,0.08847809402927125,0.0666488996407178
0.06984410863010311,0.045498520107466266,0.05392138861398467
0.03588733037483995,0.07294103755817251,0.0665488570940558
0.17368768140384078,0.048568818716959894,0.13672439479490375
0.09087558970416654,0.05379525334113385,0.11542271747155182
0.030337205967578044,0.04817470813382388,0.07261212576063364
0.09294258181520793,0.05311003437801078,0.05569549839984509
0.059152336487130794,0.09506355529852759,0.05426869904229554
0.07777377971245743,0.07365116768507914,0.048475122150078355
0.042424157237679866,0.07456614066050674,0.09945335707952428
0.0315354146073654,0.05307026134902917,0.047980697582660825
0.06417518815362064,0.04529878436075273,0.02196654134494462
0.0628038791351729,0.07206660031134181,0.062583345757608
0.06677498453417209,0.12775209727725653,0.04696501995361657
0.057957386710665096,0.053072713329379885,0.0822266156013143
0.09454917275833616,0.044991712372447784,0.052477221293622416
0.024920064541220113,0.04761399350477145,0.039155459212538546
0.13926252770192704,0.09297494906522674,0.042416791016756245
0.03344523843825706,0.09408210567691828,0.03168577767102435
0.04346356866957856,0.01974931342814337,0.009263841910911345
0.07489141162060706,0.05619642663336766,0.08722334315420739
0.07603216361253164,0.030942601331486366,0.09173418091223447
0.0554769694182643,0.013636488393151215,0.07739439555302365
0.04433010969480222,0.07661572931316246,0.0377687461376668
0.044132865173303816,0.08872434199051288,0.03374318708073211
0.07579069527822928,0.046644458196721514,0.06402117940356909
0.019548871006950713,0.05476370803832618,0.025101079343185482
0.12525429524495327,0.0445931877210287,0.14377129929818605
0.08307431810316208,0.008627031989210441,0.11218396315748852
0.02256852002036485,0.12402240632822269,0.08019435033232192
0.06557455345327445,0.023655301763478187,0.07009122482665517
0.052186040888028,0.02561259555243441,0.02172944222964662
0.023285677281136802,0.04370441827214456,0.07881665758950378
0.05232823914319274,0.050333279140636525,0.1103704815835289
0.047565440571389124,0.10506602643593213,0.06567542099107633
0.09297936534357322,0.06233962956000665,0.016155503748953737
0.02266375910850322,0.060152765879005934,0.064151720472258
0.03331645668844098,0.030496700957603665,0.05122504633360677
0.053589232830387065,0.09074647620037875,0.12458794336535249
0.023725466984232967,0.02107420496532997,0.08603789482364994
0.09971819289584993,0.01678186149523796,0.06151285193887667
0.05813453867186865,0.08681529407866455,0.025932547444896103
0.08404684117788129,0.052636907121080115,0.07055586314727715
0.0437626830579909,0.006646453414040534,0.0031111826962062954
0.05098461261850295,0.05029787121157731,0.0650378172085045
0.051094456499809676,0.020873128611711107,0.056117388305269834
0.06460567700006851,0.07065722764317507,0.031764429318147845
0.04184517542183695,0.04836022638658706,0.05378483943386069
0.09503922642013718,0.04984675204227977,0.12919611894317584
0.015020776981133223,0.03997848064137765,0.06994034212194039
0.03969924021947437,0.08471752990337336,0.0717156169851627
0.04457411792155418,0.023460174081500237,0.07084784748264841
0.053325399892743444,0.06770892547065062,0.05497653992050534
0.08624551875154031,0.10813070020702131,0.04905748146245018
0.0856085233714507,0.11730267219727837,0.03438256900886688
0.05139722284212711,0.030194631356203216,0.039333865281297946
0.0926423497384456,0.05151810543297579,0.05409666996899813
0.04108952704448595,0.04177693396274287,0.06251664460602228
0.06404027378956784,0.062315828618067955,0.07576398302279207
0.0052021404914199135,0.08023591299591996,0.06046677858596918
0.057643044952225664,0.040112632149774424,0.07523044801702307
0.06714106682419932,0.03596584615408719,0.06446660650811095
0.02403471721288835,0.0632954482336081,0.07620615398664236
0.024413864297720307,0.05036029283965313,0.05827311456943875
0.05744150825937925,0.0360082689738766,0.05822852737396554
0.0738999231247254,0.030405851188478997,0.028198595972715332
0.041490217105556074,0.05558715926632917,0.08331310792814987
0.017988631644039847,0.07279424110626376,0.05126400842699577
0.040439894319936574,0.06462170179816384,0.05137588563740377
0.009388251022232084,0.02881901444719065,0.043352473974525595
0.05105953438372575,0.058018965499015494,0.0885442983198655
0.09415518022927716,0.056282858989770236,0.08603365897601564
0.044628884457063936,0.039487051806789394,0.06573195076887099
0.009212134752794593,0.03609400070783992,0.07859491886290841
0.03810936268585294,0.06603556251477478,0.058193737623359075
0.02539287530987264,0.02550490488065587,0.08220674828909015
0.03026059448640765,0.04572831905959881,0.08386231600093902
0.03643749154378527,0.0361348961165722,0.005286173515062964
0.020686145590682048,0.07546520304682262,0.031662711857400175
0.03382365495805413,0.07346249046884323,0.0352230314106576
0.049417852087576,0.016845847173456018,0.06355874081234704
0.08027291027943613,0.07384556102318925,0.033684093067318795
0.023883145458731936,0.020619889727667193,0.020458737598699407
0.02113702213372896,0.04479994793589685,0.0879442835698725
0.1323497583437835,0.05175824577981242,0.08775650557655239
0.0980220156827022,0.0587991945215381,0.04012690144131688
0.02581587532386808,0.07889286151643643,0.027340083496540674
0.09123625020230357,0.08301175307686184,0.05460757384500768
0.02938843322984793,0.015164660508553782,0.05816835170962992
0.08938470196267241,0.019261172347177967,0.05852489427932713
0.040488648203490095,0.011409887194100828,0.04777450307483589
0.009719345653462818,0.008262307431745873,0.053081971020162155
0.09285069350730622,0.04109128244503349,0.04463174657234188
0.09869323943006358,0.06429834828488348,0.04791379974073615
0.01289954968790713,0.04615847296465267,0.043133394246800565
0.05076405079859129,0.0439507543512156,0.06464434709946315
0.07520241781355019,0.08790364150309796,0.05351725582045823
0.008496116007301826,0.01415712520791592,0.010057121510302974
0.06934317901332619,0.1263304378925967,0.04706375983577261
0.05694123734896704,0.06531316974206493,0.04112437294538937
0.07996815653042125,0.0780061274088916,0.03601287560840551
0.03628236231465994,0.0358560053229449,0.04643038446671575
0.045502564025664126,0.06029236027902628,0.10189759978584362
0.09096254899561164,0.06928257196240956,0.11643366795000466
0.04462388482865236,0.05026761782678987,0.04353147866134859
0.02116718052077455,0.021894485047828417,0.04691396177690103
0.04615473083634004,0.030051481759273996,0.08601717109438717
0.0758011076155786,0.07192702377673052,0.017184857624663877
0.010460046788472031,0.028871178792874097,0.011671931951343894
0.055843553594825845,0.053580405363134014,0.024538679184335957
0.022017224620227177,0.06304153808969155,0.09208786658465369
0.029015952710813874,0.08555360344882815,0.047294099180865655
0.04167133102775472,0.04907474185243724,0.08584032591297348
0.03432225216800408,0.13024133160248255,0.03428784788881798
0.016284381027975428,0.057650972896948774,0.04125381030015632
0.06823251281554904,0.043899178139947787,0.10033653082096981
0.0703359414550978,0.0704453101288195,0.060243991646363154
0.03536976371747553,0.06961943928531375,0.04221542270204116
0.02866023850550497,0.024933256543299403,0.017149432866623387
0.03851749210371944,0.05712833119677338,0.04829065569810788
0.01635855036890973,0.043648374832896276,0.057860936198756006
0.04581901260234804,0.02873648052362483,0.082724132078283
0.037193043830059294,0.02769025049035487,0.04984973934562223
0.052213069482389296,0.07577245624922808,0.07607821475914456
0.050711913298761076,0.05803712110583583,0.054860240629081077
0.018511514046457678,0.038308681485717554,0.04541800173768779
0.015549094036113828,0.06671125694061607,0.04039770624692846
0.012966202610568906,0.061282064677636174,0.09113999704487205
0.010599955780919757,0.012779981477756214,0.020102653651294433
0.041232142361826346,0.012155760046150413,0.11916036899623729
0.02625544167099118,0.08873458890560752,0.03684144912558815
0.0331763852562241,0.08424945203263176,0.038696162240446516
0.037793860708739795,0.018168434752272065,0.024082543243070582
0.03628568172757915,0.07256621289144853,0.04245812969925306
0.045570311181416336,0.04822183292101001,0.06179554245995171
0.046665848248583226,0.010898760928286785,0.0589574033978859
0.0444949355443825,0.07182859278633831,0.11813954230855817
0.02283111838849715,0.023172885704439157,0.08313734992712289
0.07068493205173024,0.07802291972646956,0.0037135183737538858
0.027205903348963913,0.0749586462003527,0.04167060640349144
0.03545977745063528,0.02108251226567957,0.11500667061680972
0.034200181044560476,0.042439626285632706,0.011571766296180805
0.09728835090484428,0.0529827568531291,0.07479068151699655
0.057576396664537476,0.04305407892903754,0.09028900694996118
0.04108826648740723,0.02578742184203618,0.010670861885783717
0.024161818134341647,0.036346429705624114,0.07031169314227309
0.04265744609395578,0.09159578306459502,0.038677159748277866
0.05995257977285552,0.038307667056413204,0.02107754988443281
0.048889929662904744,0.08384651774031032,0.09851527407440294
0.07415865559654983,0.0568350977628547,0.025318270014366526
0.026114942244103313,0.03885051430291882,0.04538961159676592
0.016157456126054234,0.0800759546283966,0.09023279088596882
0.0322390901505281,0.02361737564533891,0.06331582900339969
0.08684837380150184,0.08062688029329804,0.028862493660494738
0.058785662203441454,0.08702830631768073,0.08503490772719852
0.06105421089202424,0.05822118262362169,0.04937101000353559
0.05932069641359537,0.0949680448901326,0.012433082219734722
0.1162127417681075,0.024687050352178937,0.10056787945335174
0.08321713079485707,0.03466238564162652,0.05698158107050589
0.07156475014527912,0.02516559827088594,0.02548093392566142
0.048869158084986576,0.002255690624513658,0.0566774232765911
0.023784380522269354,0.11669170782198153,0.04979725849696487
0.035354081750024545,0.09045680928087899,0.05570070037413446
0.028217390956850587,0.06724785091966294,0.048687152278771476
0.029871048421752314,0.07103765427794305,0.03693127788278843
0.03921759688962558,0.04320216660045708,0.03806673034443564
0.06801456507608443,0.05094609301852363,0.04686073987338797
0.05054884005327919,0.06857429129519864,0.06882781376295827
0.04583248639239966,0.06327684151693368,0.03158081434968359
0.027587406828647475,0.05239896682383003,0.06099101527993774
0.09349148222530383,0.0639067982200588,0.0856176586296579
0.012053952484617778,0.02524883218274826,0.050858220267057073
0.0387893542799918,0.028473592187985185,0.0447158616220777
0.0379199402610338,0.04074043483500458,0.01800687336370014
0.03241617767502497,0.029496274787271987,0.03211310577807004
0.023982691997272605,0.057311879645891906,0.02605587466683963
0.016263866588923797,0.039138868747296614,0.0331395940691159
0.023004481358497822,0.015547151741589927,0.05733478599893178
0.03860039282786422,0.05101828874730079,0.06620540921227419
0.08485941956077955,0.049358415564123855,0.005740637988144333
0.04527872164278132,0.018683129552193607,0.08934986155419897
0.038910023520498986,0.06613063109288227,0.07426781042437995
0.028261929797316232,0.022358918238865738,0.013542271886688323
0.05117585679126826,0.06668273259238197,0.05031452037913245
0.02233892993028691,0.04756312684943115,0.05455089696068425
0.04727617139501428,0.03190386135010552,0.03321272106349854
0.016722241983604603,0.09394329170808133,0.005872731417510755
0.030362936028761688,0.0769913990943716,0.05135068956497579
0.010338690759381583,0.09298519131948636,0.07609705349242608
0.033369277706877205,0.06411272447016304,0.01981488916628573
0.05528222586213614,0.08903225472044428,0.11535547704956187
0.0345783503485112,0.015949347017148497,0.1322042977193429
0.03298632338159243,0.08282567902772486,0.029854372773216963
0.01681625080835648,0.05583765591359944,0.08381806472080558
0.054312792440588786,0.06913732171789484,0.06717330662997921
0.02125850383200513,0.10864799929067212,0.09228573320368742
0.06504406464902426,0.1191642006662463,0.07588269313726274
0.0008670574750693047,0.0372210489982256,0.042300652726707466
0.021250641721260153,0.02294259070228903,0.08658006354526522
0.06515817119521754,0.012853944708261624,0.031813048816932255
0.01272836521920136,0.0338965394139905,0.06431587405337205
0.031864258336891924,0.02669600053191872,0.08331152961066131
0.04459128404680486,0.09484785127524817,0.06801229205272948
0.013235194418912646,0.03948865623755622,0.04280394733457008
0.04321070722808388,0.07515505319060833,0.0616010641871078
0.08732221310944004,0.07540629527688836,0.09855297559777865
0.024575191116364768,0.07875942206184854,0.09706697330753604
0.0033680016587259737,0.02393592608737894,0.07078114430346068
0.0815660394297954,0.019617363869267677,0.04255081067360057
0.06886548738436503,0.059480391682001844,0.03141609969784331
0.014134889174715195,0.045955863569290135,0.038667275683937
0.03150655431622993,0.09063901678958561,0.05015765575930081
0.042860970854667516,0.03283562811264895,0.08765364633980617
0.060440898305283645,0.041698665234675164,0.04777581681009576
0.05446817708496701,0.021001816575704924,0.026603032203590914
0.029170753753759625,0.053204764309027514,0.10940810390910165
0.005767643080722133,0.059715391698341704,0.04488211416520671
0.03674270152628902,0.051164164512360756,0.08241350013954456
0.07245920173226034,0.043826050643758496,0.021522631532148048
0.020086227939927537,0.050984927056948674,0.040689825487867426
0.050576832293743434,0.0798761710527699,0.017839098263008776
0.04317322328394609,0.03789849986678427,0.010131014582569578
0.039440790261861335,0.07079852615625126,0.0349428095517108
0.05006328730015178,0.03756628278843999,0.044639671753996156
0.10564586798125032,0.021226176736568014,0.05434730806911948
0.02947338357649937,0.03418702967727692,0.02263545661669322
0.056527223148596414,0.032669195108471785,0.051144101747507074
0.015642160145795326,0.0547574758611392,0.0229183437040821
0.0352676164515736,0.01794026187503027,0.06445423226166766
0.048403027836419234,0.07756850864196971,0.03822733829678837
0.02379452118605263,0.025193112799928214,0.07073191580027804
0.021868751341098575,0.02094402467208564,0.02935051466240459
0.04611284848477351,0.11432242939083587,0.05453579172719019
0.06402843237948568,0.005106117603662538,0.03547180829178374
0.044048611630593495,0.0355983238962694,0.05840372928565861
0.034354064245716,0.09995918139620058,0.04991257901593376
0.05428395606228052,0.08113643578666,0.06692525047532062
0.03661813026880395,0.05706566142122871,0.05523016240389523
0.03948107306491569,0.05506128239791212,0.007339367707791905
0.02354568675484811,0.09274284259723617,0.023933889973392082
0.049380942622134334,0.07630224496073006,0.025406174611199768
0.04183776807372943,0.03416387021894348,0.048204200605856486
0.027821051300265142,0.09939810659939209,0.020610484291206765
0.039487483567022974,0.027572275433661846,0.022563328173620306
0.051741620542501324,0.05357976121335811,0.07057718067004898
0.02254889816388244,0.040510330726909356,0.07502817152997703
0.036733595721431485,0.018185505953949598,0.04551137567182925
0.04152172265375984,0.0592100124602999,0.026569808879032684
0.028252689275803804,0.07557706037271267,0.031575410111323796
0.059365949998352104,0.04034847621554231,0.07974219547511235
0.05792930439831811,0.026571454123425767,0.014037239649260087
0.04954005369236057,0.04941290150224623,0.012495940051040731
0.00796803967886187,0.03487728881002535,0.04939628617422464
0.04046972044453658,0.04786576932272324,0.028476454581374117
0.08439779543491863,0.005807978379157856,0.04062812463983851
0.053914279090966986,0.04123508142077115,0.014992447299339899
0.0236842940132639,0.0414453481859149,0.033593767062431085
0.047168935538522375,0.08902474701449718,0.0537223449007048
0.0009765658142818177,0.022474142541316897,0.0626236490493341
0.07234323745068998,0.05288638799825892,0.005507031716094911
0.03069953869072037,0.0510117499630302,0.06534621930826345
0.030503257300278856,0.04116382937426181,0.036984768409910045
0.053698709280494944,0.06093407483747798,0.046700642275005096
0.040290681653218946,0.049873358275386526,0.03946843928175546
0.029489007696616807,0.01601067798226345,0.0421866838928443
0.009744178889443926,0.017047738081658957,0.06034470024424814
0.031415492231612344,0.05435612385342534,0.061409960289411876
0.0990184948243629,0.04585837112710499,0.05112020696206741
0.051111401330812274,0.053027692043024925,0.02171896672802911
0.0009413360972758703,0.01594361491382318,0.040056924643104314
0.030345563131450173,0.05647185034144079,0.06106957753697213
0.026940586018552197,0.04051265774510357,0.04331499561589567
0.03874338787599607,0.01994488046320402,0.04635199586885913
0.022205846792775562,0.03753902763412199,0.07630187285651048
0.053372841421690166,0.041360035173443985,0.051168745506185456
0.024048532583296874,0.038075772384035554,0.039176104079570735
0.024760778348197728,0.05077936832245893,0.04172527235594711
0.026318713053061125,0.011089914506132729,0.02435896359071855
0.02954589614888289,0.05665697754793323,0.05150871612140076
0.07354682812942673,0.048585384370569466,0.03358468444333718
0.0171043548743148,0.06748996929850475,0.012732054768030916
0.05113041177678121,0.06602547270153475,0.036652698679432515
