Freq,VibX,VibY,VibZ
0.0,1.3907874861755185,1.2639017129394154,1.333442652268762
5.594116180503615e-07,0.057397684445590035,0.0014293289663439308,0.0011309869601280464
1.118823236100723e-06,0.023749040268792713,0.0006865306190709873,0.000847076762609935
1.6782348541510845e-06,0.013273785307494021,0.0010668237993639116,0.0007058191771563614
2.237646472201446e-06,0.010350840113183747,0.0007228734621672476,0.0013958801790920224
2.7970580902518077e-06,0.006807350639558953,0.0008170539207978952,0.0014900025863670459
3.356469708302169e-06,0.006566131312086326,0.0001676914577598649,0.0006021308976228955
3.91588132635253e-06,0.005067482837118016,0.0006382808547048339,0.0014307800399984796
4.475292944402892e-06,0.007834630866491684,0.0009799115077961963,0.001156271133159273
5.034704562453254e-06,0.005573763594957583,0.0005632351597899661,0.0002674965895725543
5.5941161805036155e-06,0.0038648867223056303,0.00016367867819863836,0.00040543869400711663
6.153527798553976e-06,0.005780299282520697,0.0005757284235553378,0.0006528992935632961
6.712939416604338e-06,0.006908067999627223,0.0008899825489615988,0.001519845000905521
7.2723510346547e-06,0.004818534571176519,0.000628984221060604,0.0005614373672342315
7.83176265270506e-06,0.003931508886558129,0.00046272125117423764,0.0003397067305436373
8.391174270755422e-06,0.005061703355020583,0.0005291607213862234,0.0019744745703185592
8.950585888805784e-06,0.0024087732578849776,0.0008139063403065017,0.0012383782170837137
9.509997506856146e-06,0.005076390451470324,0.0008223289619635924,0.00016202186725040957
1.0069409124906508e-05,0.0035938981566689464,0.0008667897299510657,0.0016625724045800333
1.062882074295687e-05,0.0039049008271764903,0.000782799941020139,0.0002462086669313872
1.1188232361007231e-05,0.002195447924848672,0.00017113484692419224,0.0008485971577339039
1.1747643979057591e-05,0.005093311723103748,0.00012954425318031386,0.0012471261823902928
1.2307055597107953e-05,0.004116497879376474,0.0007021622811223725,0.00040175195682139967
1.2866467215158314e-05,0.0017262721710372495,0.00035839584265371564,0.00037769404751970674
1.3425878833208676e-05,0.000842923587278447,0.0011965420615182157,0.00166402651710407
1.3985290451259038e-05,0.0007251982166651536,0.001061123669015624,0.00046620310512961383
1.45447020693094e-05,0.00202956762769954,0.00015948248223941923,0.0008128430533905556
1.5104113687359761e-05,0.0010016008921627773,0.0009537424506113806,0.0006198257781867545
1.566352530541012e-05,0.0016260201619177424,6.0584819805067854e-05,0.0011936478809466725
1.6222936923460485e-05,0.0008895144803682251,0.00046578148022208824,0.0015334899340717066
1.6782348541510845e-05,0.0030702603033337683,0.0009994823211981326,4.8161939542662836e-05
1.7341760159561208e-05,0.0005828382915521909,7.145763163809831e-05,0.00036713654460353474
1.7901171777611568e-05,0.0019471572542694043,0.00017140248571793305,0.0005224600449804561
1.8460583395661928e-05,0.0024074104573992526,0.0007411991674428288,0.0009297909904318345
1.901999501371229e-05,0.005070580205146247,0.0003121540458982313,0.0004419513135222648
1.957940663176265e-05,0.0029928831723799146,0.0007622161336559928,0.0007600323098770863
2.0138818249813015e-05,0.0024014627324575027,0.0009910726446929327,0.0014758094101446804
2.0698229867863375e-05,0.002065304962432335,0.0009911093213657851,0.0009909805124460977
2.125764148591374e-05,0.0016030893993521289,0.0003577930141781748,0.0006093208013853843
2.18170531039641e-05,0.004129931203876623,0.0003161357835321371,0.00033432121037082606
2.2376464722014462e-05,0.003025899890201023,0.0009027959554457268,0.0004599398631403841
2.2935876340064822e-05,0.003630830035062083,0.00015821411824580713,0.0004257657239451028
2.3495287958115182e-05,0.0023003300051630564,0.0005153989968148967,0.001062267967754131
2.4054699576165545e-05,0.0006537911312844255,0.0008900390014262538,0.001253729495427793
2.4614111194215905e-05,0.002303614195394613,0.0004016396813024489,0.0014901623700495237
2.517352281226627e-05,0.004650284369254559,0.0013501402920337226,0.0011428856114027897
2.573293443031663e-05,0.0013140531398084772,0.00047428714644269233,0.0010528008955759444
2.6292346048366992e-05,0.0013571527859390282,0.0008524572290144895,0.00010647914281102963
2.6851757666417352e-05,0.0034323713423461133,0.0009212644120218061,0.0008415390900833319
2.7411169284467712e-05,0.002430029461560723,0.0010386150027499909,0.0008153083803256109
2.7970580902518076e-05,0.0017101546045422975,0.0006052098704581028,0.0010042055960602044
2.8529992520568436e-05,0.0013991679468230611,0.0008553393355191274,0.001280378400367545
2.90894041386188e-05,0.0015361806434887235,7.316606730324066e-05,0.0006235038688395324
2.964881575666916e-05,0.001936604898497126,0.00021420513543258103,0.0006082714657138002
3.0208227374719523e-05,0.00010485109638090296,0.0007548864743390423,0.000489751512779924
3.076763899276988e-05,0.00031274200198673523,0.0007774672503434437,0.0005641560384220697
3.132705061082024e-05,0.0010380032300868723,0.0007434507154603296,0.0003000524164611837
3.18864622288706e-05,0.0011452898028317259,0.00039000199003528824,0.0008146461218426189
3.244587384692097e-05,0.0004668359487040468,0.0010076408795803033,0.00024247715928432393
3.300528546497133e-05,4.127636760998956e-05,0.0006120853277760573,0.0011885257673121916
3.356469708302169e-05,0.0023156678834920738,0.0005573658970746695,0.0012959939673941043
3.412410870107205e-05,0.001015792200912929,0.0005689389568814665,0.0005558010431530996
3.4683520319122416e-05,0.0008375146074121939,0.0004978347978500067,0.00042589744298309514
3.5242931937172776e-05,0.002628073444400876,0.0005513648112677036,0.0006746852362391959
3.5802343555223136e-05,0.0013128701264831066,0.0014435699074048971,0.0004416719786273033
3.6361755173273496e-05,0.0030880392161095733,0.00024232548996976376,0.00020469947987676398
3.6921166791323856e-05,0.003052696433800714,0.0007145167067938919,0.0009183250384057826
3.748057840937422e-05,0.003965432679102,0.00016029108433009316,7.578159498229198e-05
3.803999002742458e-05,0.0009615121917686582,0.0002623374650809984,0.0004276554851390333
3.859940164547494e-05,0.0010517586049970963,0.0006463576297853156,0.0007848744841572508
3.91588132635253e-05,0.0013635024982785744,0.0005797881810737113,6.310777362832854e-05
3.971822488157567e-05,0.0005063619094504114,0.0009554875348667239,0.0001682572005076271
4.027763649962603e-05,0.0015149798567199724,0.0004048923784519882,0.0005364442887223265
4.083704811767639e-05,0.0014001298951222681,0.0005386238629029725,0.0007324680281985032
4.139645973572675e-05,0.0003466165335324805,0.00023391933406420075,0.00012432147955596036
4.195587135377711e-05,0.0010545926228974828,0.001030141657299329,0.0010166637838460138
4.251528297182748e-05,0.0019219360794382513,0.0019163339619687975,0.0002554525926041195
4.307469458987784e-05,0.00142490540225158,0.0008690428954664945,0.001521836931070362
4.36341062079282e-05,0.0011603120371769156,0.000776608542002024,0.0004256809505292687
4.419351782597856e-05,0.0013034863978625797,0.0004992887410427494,0.001395683761516066
4.4752929444028924e-05,0.0037530527394182616,4.340952553753414e-05,0.001819166474976297
4.5312341062079284e-05,0.0002321112888105047,0.0005951687361651721,0.00030979389170632656
4.5871752680129644e-05,0.001692211140155622,0.00013352289151864278,0.0011957290518793825
4.6431164298180004e-05,0.001013748408578134,0.0006840486188225671,0.0009830364434898113
4.6990575916230364e-05,0.001347379931064026,0.00041347631634343335,0.0003571294060028686
4.754998753428073e-05,0.003444433186499659,0.0007278454176482775,0.0009277461413917179
4.810939915233109e-05,0.0021187442068725426,0.0001728682240019814,0.000314792888344891
4.866881077038145e-05,0.0010965787008684238,6.282491105156017e-05,0.0008573349309273722
4.922822238843181e-05,0.00024251640294839765,0.00014385113058462294,0.0007042317141880457
4.978763400648217e-05,0.0012236696055847758,0.0008846886429700818,0.0007431492173361682
5.034704562453254e-05,0.0021829958478894623,0.0007599573708766165,0.0003446407131352955
5.09064572425829e-05,0.0007213230960469874,0.0008314998655768963,0.0007944764779874712
5.146586886063326e-05,0.00036888501498271803,0.0015702623462243031,0.0009884515808831382
5.202528047868362e-05,0.001901742083549115,0.0006717036511082372,0.0007846922866029157
5.2584692096733985e-05,0.0007581819672469539,0.0005783557616836494,0.00022931027328810405
5.3144103714784345e-05,0.002309907480561521,0.0009761554299922733,0.0006740655138622636
5.3703515332834705e-05,0.0013488394850873938,0.0005441662381693265,0.0006887729299339175
5.4262926950885065e-05,0.001764391061501788,0.0010236462950057314,0.0005677179905374022
5.4822338568935425e-05,0.0005429677403096275,0.0008220292702118953,0.0006722300029238404
5.538175018698579e-05,0.0013451990530627496,0.0005351061575619684,0.00026375915508599897
5.594116180503615e-05,0.0019092215107441833,0.0008995614922552104,0.0002588120524131503
